Ref,Val,Package,PosX,PosY,Rot,Side
"D48","LTST-C190TBKT","Vishay_Lite-On-LTST-C190TBKT-Manufacturer_Recommended",97.500000,28.000000,180.000000,top
"D49","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",64.500000,53.500000,270.000000,top
"D50","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",80.000000,48.000000,270.000000,top
"D51","LTST-C190KSKT","Lite-On-LTST-C190KSKT-MFG",64.500000,59.500000,0.000000,top
"D52","LTST-C190KRKT","Lite-On-LTST-C190KRKT-MFG",72.500000,34.000000,0.000000,top
"D53","LTST-C190KGKT","Lite-On-LTST-C190KGKT-MFG",72.500000,31.000000,0.000000,top
"D54","LTST-C190TBKT","Vishay_Lite-On-LTST-C190TBKT-Manufacturer_Recommended",72.500000,28.000000,180.000000,top
"D55","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",39.500000,53.500000,270.000000,top
"D56","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",55.000000,48.000000,270.000000,top
"D57","LTST-C190KSKT","Lite-On-LTST-C190KSKT-MFG",39.500000,59.500000,0.000000,top
"D58","LTST-C190KRKT","Lite-On-LTST-C190KRKT-MFG",47.500000,34.000000,0.000000,top
"D59","LTST-C190KGKT","Lite-On-LTST-C190KGKT-MFG",47.500000,31.000000,0.000000,top
"D60","LTST-C190TBKT","Vishay_Lite-On-LTST-C190TBKT-Manufacturer_Recommended",47.500000,28.000000,180.000000,top
"D61","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",14.500000,53.500000,270.000000,top
"D62","BAS40-7-F","Diodes_Inc.-SOT23-01_2017-0-MFG",30.000000,48.000000,270.000000,top
"D63","LTST-C190KSKT","Lite-On-LTST-C190KSKT-MFG",14.500000,59.500000,0.000000,top
"D64","LTST-C190KRKT","Lite-On-LTST-C190KRKT-MFG",22.500000,34.000000,0.000000,top
"D65","LTST-C190KGKT","Lite-On-LTST-C190KGKT-MFG",22.500000,31.000000,0.000000,top
"D66","LTST-C190TBKT","Vishay_Lite-On-LTST-C190TBKT-Manufacturer_Recommended",22.500000,28.000000,180.000000,top
"L1","MLJ1608WR27JT000","INDC1608X95N",243.500000,61.500000,90.000000,top
"L2","MLJ1608WR27JT000","INDC1608X95N",245.500000,61.500000,90.000000,top
"L3","MLJ1608WR27JT000","INDC1608X95N",218.500000,61.500000,90.000000,top
"L4","MLJ1608WR27JT000","INDC1608X95N",220.500000,61.500000,90.000000,top
"L5","MLJ1608WR27JT000","INDC1608X95N",193.500000,61.500000,90.000000,top
"L6","MLJ1608WR27JT000","INDC1608X95N",195.500000,61.500000,90.000000,top
"L7","MLJ1608WR27JT000","INDC1608X95N",168.500000,61.500000,90.000000,top
"L8","MLJ1608WR27JT000","INDC1608X95N",170.500000,61.500000,90.000000,top
"L9","MLJ1608WR27JT000","INDC1608X95N",143.500000,61.500000,90.000000,top
"L10","MLJ1608WR27JT000","INDC1608X95N",145.500000,61.500000,90.000000,top
"L11","MLJ1608WR27JT000","INDC1608X95N",118.500000,61.500000,90.000000,top
"L12","MLJ1608WR27JT000","INDC1608X95N",120.500000,61.500000,90.000000,top
"L13","MLJ1608WR27JT000","INDC1608X95N",93.500000,61.500000,90.000000,top
"L14","MLJ1608WR27JT000","INDC1608X95N",95.500000,61.500000,90.000000,top
"L15","MLJ1608WR27JT000","INDC1608X95N",68.500000,61.500000,90.000000,top
"L16","MLJ1608WR27JT000","INDC1608X95N",70.500000,61.500000,90.000000,top
"L17","MLJ1608WR27JT000","INDC1608X95N",43.500000,61.500000,90.000000,top
"L18","MLJ1608WR27JT000","INDC1608X95N",45.500000,61.500000,90.000000,top
"L19","MLJ1608WR27JT000","INDC1608X95N",18.500000,61.500000,90.000000,top
"L20","MLJ1608WR27JT000","INDC1608X95N",20.500000,61.500000,90.000000,top
"Q1","BSS138","ON_Semiconductor-318-08-01_2018-AS-MFG",148.000000,16.000000,0.000000,top
"Q2","BSS138","ON_Semiconductor-318-08-01_2018-AS-MFG",148.000000,12.500000,0.000000,top
"Q3","BSS138","ON_Semiconductor-318-08-01_2018-AS-MFG",148.000000,9.000000,0.000000,top
"Q4","BSS138","ON_Semiconductor-318-08-01_2018-AS-MFG",176.500000,20.500000,180.000000,top
"Q5","BSS138","ON_Semiconductor-318-08-01_2018-AS-MFG",89.500000,20.500000,0.000000,top
"R1","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",97.000000,20.500000,270.000000,top
"R2","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",85.000000,3.000000,180.000000,top
"R3","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",85.000000,5.000000,180.000000,top
"R4","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",123.500000,18.500000,90.000000,top
"R5","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",117.500000,18.500000,90.000000,top
"R6","RC0603FR-07100RL","Yageo-RC0603-0-0-IPC_A",119.500000,18.500000,90.000000,top
"R7","RC0603FR-07100RL","Yageo-RC0603-0-0-IPC_A",121.500000,18.500000,90.000000,top
"R8","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",127.000000,14.000000,270.000000,top
"R9","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",129.000000,14.000000,270.000000,top
"R10","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",152.000000,16.000000,180.000000,top
"R11","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",152.000000,12.500000,180.000000,top
"R12","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",152.000000,9.000000,180.000000,top
"R13","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",145.000000,16.000000,270.000000,top
"R14","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",145.000000,12.500000,270.000000,top
"R15","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",145.000000,9.000000,270.000000,top
"R16","RL2512FK-070R1L","YAGEO-RL2512-02_2018-10-MFG",135.000000,17.850000,0.000000,top
"R17","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",179.500000,20.500000,90.000000,top
"R18","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",92.500000,20.500000,270.000000,top
"R19","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",86.500000,20.500000,270.000000,top
"R20","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",247.500000,49.000000,0.000000,top
"R21","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",247.500000,47.000000,0.000000,top
"R22","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",237.000000,29.000000,90.000000,top
"R23","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",239.500000,49.000000,180.000000,top
"R24","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",255.000000,43.500000,0.000000,top
"R25","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",239.500000,47.000000,180.000000,top
"R26","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",255.000000,41.500000,0.000000,top
"R27","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",239.500000,57.500000,0.000000,top
"R28","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",243.500000,34.000000,180.000000,top
"R29","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",243.500000,31.000000,180.000000,top
"R30","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",243.500000,28.000000,180.000000,top
"R31","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",222.500000,49.000000,0.000000,top
"R32","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",222.500000,47.000000,0.000000,top
"R33","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",212.000000,29.000000,90.000000,top
"R34","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",214.500000,49.000000,180.000000,top
"R35","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",230.000000,43.500000,0.000000,top
"R36","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",214.500000,47.000000,180.000000,top
"R37","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",230.000000,41.500000,0.000000,top
"R38","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",214.500000,57.500000,0.000000,top
"R39","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",218.500000,34.000000,180.000000,top
"R40","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",218.500000,31.000000,180.000000,top
"R41","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",218.500000,28.000000,180.000000,top
"R42","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",197.500000,49.000000,0.000000,top
"R43","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",197.500000,47.000000,0.000000,top
"R44","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",187.000000,29.000000,90.000000,top
"R45","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",189.500000,49.000000,180.000000,top
"R46","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",205.000000,43.500000,0.000000,top
"R47","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",189.500000,47.000000,180.000000,top
"R48","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",205.000000,41.500000,0.000000,top
"R49","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",189.500000,57.500000,0.000000,top
"R50","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",193.500000,34.000000,180.000000,top
"R51","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",193.500000,31.000000,180.000000,top
"R52","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",193.500000,28.000000,180.000000,top
"R53","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",172.500000,49.000000,0.000000,top
"R54","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",172.500000,47.000000,0.000000,top
"R55","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",162.000000,29.000000,90.000000,top
"R56","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",164.500000,49.000000,180.000000,top
"R57","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",180.000000,43.500000,0.000000,top
"R58","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",164.500000,47.000000,180.000000,top
"R59","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",180.000000,41.500000,0.000000,top
"R60","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",164.500000,57.500000,0.000000,top
"R61","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",168.500000,34.000000,180.000000,top
"R62","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",168.500000,31.000000,180.000000,top
"R63","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",168.500000,28.000000,180.000000,top
"R64","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",147.500000,49.000000,0.000000,top
"R65","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",147.500000,47.000000,0.000000,top
"R66","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",137.000000,29.000000,90.000000,top
"R67","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",139.500000,49.000000,180.000000,top
"R68","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",155.000000,43.500000,0.000000,top
"R69","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",139.500000,47.000000,180.000000,top
"R70","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",155.000000,41.500000,0.000000,top
"R71","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",139.500000,57.500000,0.000000,top
"R72","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",143.500000,34.000000,180.000000,top
"R73","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",143.500000,31.000000,180.000000,top
"R74","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",143.500000,28.000000,180.000000,top
"R75","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",122.500000,49.000000,0.000000,top
"R76","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",122.500000,47.000000,0.000000,top
"R77","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",112.000000,29.000000,90.000000,top
"R78","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",114.500000,49.000000,180.000000,top
"R79","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",130.000000,43.500000,0.000000,top
"R80","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",114.500000,47.000000,180.000000,top
"R81","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",130.000000,41.500000,0.000000,top
"R82","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",114.500000,57.500000,0.000000,top
"R83","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",118.500000,34.000000,180.000000,top
"R84","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",118.500000,31.000000,180.000000,top
"R85","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",118.500000,28.000000,180.000000,top
"R86","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",97.500000,49.000000,0.000000,top
"R87","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",97.500000,47.000000,0.000000,top
"R88","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",87.000000,29.000000,90.000000,top
"R89","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",89.500000,49.000000,180.000000,top
"R90","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",105.000000,43.500000,0.000000,top
"R91","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",89.500000,47.000000,180.000000,top
"R92","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",105.000000,41.500000,0.000000,top
"R93","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",89.500000,57.500000,0.000000,top
"R94","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",93.500000,34.000000,180.000000,top
"R95","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",93.500000,31.000000,180.000000,top
"R96","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",93.500000,28.000000,180.000000,top
"R97","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",72.500000,49.000000,0.000000,top
"R98","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",72.500000,47.000000,0.000000,top
"R99","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",62.000000,29.000000,90.000000,top
"R100","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",64.500000,49.000000,180.000000,top
"R101","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",80.000000,43.500000,0.000000,top
"R102","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",64.500000,47.000000,180.000000,top
"R103","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",80.000000,41.500000,0.000000,top
"R104","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",64.500000,57.500000,0.000000,top
"R105","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",68.500000,34.000000,180.000000,top
"R106","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",68.500000,31.000000,180.000000,top
"R107","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",68.500000,28.000000,180.000000,top
"R108","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",47.500000,49.000000,0.000000,top
"R109","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",47.500000,47.000000,0.000000,top
"R110","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",37.000000,29.000000,90.000000,top
"R111","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",39.500000,49.000000,180.000000,top
"R112","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",55.000000,43.500000,0.000000,top
"R113","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",39.500000,47.000000,180.000000,top
"R114","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",55.000000,41.500000,0.000000,top
"R115","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",39.500000,57.500000,0.000000,top
"R116","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",43.500000,34.000000,180.000000,top
"R117","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",43.500000,31.000000,180.000000,top
"R118","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",43.500000,28.000000,180.000000,top
"R119","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",22.500000,49.000000,0.000000,top
"R120","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",22.500000,47.000000,0.000000,top
"R121","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",12.000000,29.000000,90.000000,top
"R122","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",14.500000,49.000000,180.000000,top
"R123","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",30.000000,43.500000,0.000000,top
"R124","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",14.500000,47.000000,180.000000,top
"R125","RC0603FR-0710KL","Yageo-RC0603-0-0-IPC_A",30.000000,41.500000,0.000000,top
"R126","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",14.500000,57.500000,0.000000,top
"R127","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",18.500000,34.000000,180.000000,top
"R128","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",18.500000,31.000000,180.000000,top
"R129","RC0603FR-071K65L","Yageo-RC0603-0-0-IPC_A",18.500000,28.000000,180.000000,top
"SW1","FSM2JSMAA","TE_Connectivity-FSM2JSMAA-MFG",110.000000,12.500000,0.000000,top
"SW2","FSM2JSMAA","TE_Connectivity-FSM2JSMAA-MFG",160.000000,12.500000,0.000000,top
"U1","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",97.500000,12.500000,0.000000,top
"U2","FT231XQ-R","FTDI-QFN-20-0-0-MFG",122.500000,12.500000,0.000000,top
"U3","Si5351A-B-GM","Silicon_Labs-Si5351A-B-GM-Level_A",172.500000,12.500000,0.000000,top
"U4","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",247.500000,40.500000,0.000000,top
"U5","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",247.500000,55.000000,180.000000,top
"U6","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",222.500000,40.500000,0.000000,top
"U7","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",222.500000,55.000000,180.000000,top
"U8","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",197.500000,40.500000,0.000000,top
"U9","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",197.500000,55.000000,180.000000,top
"U10","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",172.500000,40.500000,0.000000,top
"U11","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",172.500000,55.000000,180.000000,top
"U12","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",147.500000,40.500000,0.000000,top
"U13","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",147.500000,55.000000,180.000000,top
"U14","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",122.500000,40.500000,0.000000,top
"U15","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",122.500000,55.000000,180.000000,top
"U16","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",97.500000,40.500000,0.000000,top
"U17","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",97.500000,55.000000,180.000000,top
"U18","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",72.500000,40.500000,0.000000,top
"U19","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",72.500000,55.000000,180.000000,top
"U20","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",47.500000,40.500000,0.000000,top
"U21","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",47.500000,55.000000,180.000000,top
"U22","ATMEGA328P-MU","Microchip___Atmel-ATMEGA328P-MU-Level_A",22.500000,40.500000,0.000000,top
"U23","ST25R3916-AQWT","STMicroelectronics-VFQFPN32-B04R-0-1-IPC_A",22.500000,55.000000,180.000000,top
"U24","INA219AIDCNR","Texas_Instruments-DCN0008A-0-0-MFG",148.000000,4.500000,0.000000,top
"Y1","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",89.500000,10.000000,0.000000,top
"Y2","ABM8G-25.000MHz-B4Y-T","Abracon-ABM8G-25.000MHz-B4Y-T-0",166.500000,13.500000,0.000000,top
"Y3","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",239.800000,37.500000,0.000000,top
"Y6","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",214.800000,37.500000,0.000000,top
"Y9","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",189.800000,37.500000,0.000000,top
"Y12","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",164.800000,37.500000,0.000000,top
"Y15","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",139.800000,37.500000,0.000000,top
"Y18","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",114.800000,37.500000,0.000000,top
"Y21","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",89.800000,37.500000,0.000000,top
"Y24","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",64.800000,37.500000,0.000000,top
"Y27","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",39.800000,37.500000,0.000000,top
"Y30","TSX-3225_16.0000MF09Z-AC3","Epson-TSX-3225_16.0000MF09Z-AC3-0",14.800000,37.500000,0.000000,top
